"","Availability","region","year","policy","agg.land","value","global_value"
"29","0 percent","South Korea",2050,"CORE","Biomass",44.8053190708347,68.2712080930634
"30","0 percent","Southeast Asia",2050,"CORE","Biomass",104.608979014015,68.2712080930634
"31","0 percent","Taiwan",2050,"CORE","Biomass",695.065584464316,68.2712080930634
"32","0 percent","USA",2050,"CORE","Biomass",123.010249409882,68.2712080930634
"33","10 percent","Africa_Eastern",2050,"CORE","Biomass",124.47971920052,143.468628736364
"34","10 percent","Africa_Northern",2050,"CORE","Biomass",455.390104666103,143.468628736364
"35","10 percent","Africa_Southern",2050,"CORE","Biomass",199.430218262684,143.468628736364
"36","10 percent","Africa_Western",2050,"CORE","Biomass",108.813402317452,143.468628736364
"37","10 percent","Argentina",2050,"CORE","Biomass",342.377794421138,143.468628736364
"38","10 percent","Australia_NZ",2050,"CORE","Biomass",285.175582840568,143.468628736364
"39","10 percent","Brazil",2050,"CORE","Biomass",181.798957652265,143.468628736364
"40","10 percent","Canada",2050,"CORE","Biomass",93.9473961388262,143.468628736364
"41","10 percent","Central America and Caribbean",2050,"CORE","Biomass",372.209983001833,143.468628736364
"42","10 percent","Central Asia",2050,"CORE","Biomass",477.255383545649,143.468628736364
"43","10 percent","China",2050,"CORE","Biomass",382.346187941954,143.468628736364
"44","10 percent","Colombia",2050,"CORE","Biomass",220.241664485718,143.468628736364
"45","10 percent","EU-12",2050,"CORE","Biomass",93.9153047548433,143.468628736364
"46","10 percent","EU-15",2050,"CORE","Biomass",26.1490446871698,143.468628736364
"47","10 percent","Europe_Eastern",2050,"CORE","Biomass",227.966391418484,143.468628736364
"48","10 percent","Europe_Non_EU",2050,"CORE","Biomass",183.484994868647,143.468628736364
"49","10 percent","European Free Trade Association",2050,"CORE","Biomass",3.19994434727497,143.468628736364
"50","10 percent","India",2050,"CORE","Biomass",154.41937376189,143.468628736364
"51","10 percent","Indonesia",2050,"CORE","Biomass",410.171076334615,143.468628736364
"52","10 percent","Japan",2050,"CORE","Biomass",-3.24331035283248,143.468628736364
"53","10 percent","Mexico",2050,"CORE","Biomass",381.28053072604,143.468628736364
"54","10 percent","Middle East",2050,"CORE","Biomass",872.492373200807,143.468628736364
"55","10 percent","Pakistan",2050,"CORE","Biomass",206.926303426505,143.468628736364
"56","10 percent","Russia",2050,"CORE","Biomass",180.281064991422,143.468628736364
"57","10 percent","South Africa",2050,"CORE","Biomass",312.999643371708,143.468628736364
"58","10 percent","South America_Northern",2050,"CORE","Biomass",194.297272783437,143.468628736364
"59","10 percent","South America_Southern",2050,"CORE","Biomass",298.140748364726,143.468628736364
"60","10 percent","South Asia",2050,"CORE","Biomass",426.307328751215,143.468628736364
"61","10 percent","South Korea",2050,"CORE","Biomass",121.214046577014,143.468628736364
"62","10 percent","Southeast Asia",2050,"CORE","Biomass",172.391884105683,143.468628736364
"63","10 percent","Taiwan",2050,"CORE","Biomass",1106.37765877842,143.468628736364
"64","10 percent","USA",2050,"CORE","Biomass",182.10955800013,143.468628736364
"65","20 percent","Africa_Eastern",2050,"CORE","Biomass",184.564952198955,183.147820651729
"66","20 percent","Africa_Northern",2050,"CORE","Biomass",451.945823505471,183.147820651729
"67","20 percent","Africa_Southern",2050,"CORE","Biomass",228.847573653535,183.147820651729
"68","20 percent","Africa_Western",2050,"CORE","Biomass",161.949619841565,183.147820651729
"69","20 percent","Argentina",2050,"CORE","Biomass",357.196668181099,183.147820651729
"70","20 percent","Australia_NZ",2050,"CORE","Biomass",297.425640284334,183.147820651729
"71","20 percent","Brazil",2050,"CORE","Biomass",204.357651852283,183.147820651729
"72","20 percent","Canada",2050,"CORE","Biomass",168.092318605065,183.147820651729
"73","20 percent","Central America and Caribbean",2050,"CORE","Biomass",389.714370345899,183.147820651729
"74","20 percent","Central Asia",2050,"CORE","Biomass",476.593234920287,183.147820651729
"75","20 percent","China",2050,"CORE","Biomass",424.4605400301,183.147820651729
"76","20 percent","Colombia",2050,"CORE","Biomass",278.033584456399,183.147820651729
"77","20 percent","EU-12",2050,"CORE","Biomass",121.277783531584,183.147820651729
"78","20 percent","EU-15",2050,"CORE","Biomass",47.4494593223654,183.147820651729
"79","20 percent","Europe_Eastern",2050,"CORE","Biomass",254.516516989466,183.147820651729
"80","20 percent","Europe_Non_EU",2050,"CORE","Biomass",211.674375420633,183.147820651729
"81","20 percent","European Free Trade Association",2050,"CORE","Biomass",44.8979510383719,183.147820651729
"82","20 percent","India",2050,"CORE","Biomass",173.137658243405,183.147820651729
"83","20 percent","Indonesia",2050,"CORE","Biomass",439.847805879488,183.147820651729
"84","20 percent","Japan",2050,"CORE","Biomass",36.3292206069156,183.147820651729
"85","20 percent","Mexico",2050,"CORE","Biomass",408.175808210015,183.147820651729
"86","20 percent","Middle East",2050,"CORE","Biomass",901.974024742324,183.147820651729
"87","20 percent","Pakistan",2050,"CORE","Biomass",218.863582897651,183.147820651729
"88","20 percent","Russia",2050,"CORE","Biomass",237.51617033173,183.147820651729
"89","20 percent","South Africa",2050,"CORE","Biomass",335.276806289607,183.147820651729
"90","20 percent","South America_Northern",2050,"CORE","Biomass",278.355626364819,183.147820651729
"91","20 percent","South America_Southern",2050,"CORE","Biomass",323.510990603817,183.147820651729
"92","20 percent","South Asia",2050,"CORE","Biomass",505.237380484338,183.147820651729
"93","20 percent","South Korea",2050,"CORE","Biomass",160.3820101289,183.147820651729
"94","20 percent","Southeast Asia",2050,"CORE","Biomass",200.061377916435,183.147820651729
"95","20 percent","Taiwan",2050,"CORE","Biomass",1154.64573234769,183.147820651729
"96","20 percent","USA",2050,"CORE","Biomass",212.673689885489,183.147820651729
"97","30 percent","Africa_Eastern",2050,"CORE","Biomass",215.981235082879,210.457913154164
"98","30 percent","Africa_Northern",2050,"CORE","Biomass",454.836062989252,210.457913154164
"99","30 percent","Africa_Southern",2050,"CORE","Biomass",236.434265973303,210.457913154164
"100","30 percent","Africa_Western",2050,"CORE","Biomass",188.497170676808,210.457913154164
"101","30 percent","Argentina",2050,"CORE","Biomass",362.635397980443,210.457913154164
"102","30 percent","Australia_NZ",2050,"CORE","Biomass",300.774222884687,210.457913154164
"103","30 percent","Brazil",2050,"CORE","Biomass",216.484324551423,210.457913154164
"104","30 percent","Canada",2050,"CORE","Biomass",231.163157283489,210.457913154164
"105","30 percent","Central America and Caribbean",2050,"CORE","Biomass",394.6450566224,210.457913154164
"106","30 percent","Central Asia",2050,"CORE","Biomass",467.208530593022,210.457913154164
"107","30 percent","China",2050,"CORE","Biomass",458.757981112338,210.457913154164
"108","30 percent","Colombia",2050,"CORE","Biomass",299.717310891266,210.457913154164
"109","30 percent","EU-12",2050,"CORE","Biomass",142.47816063605,210.457913154164
"110","30 percent","EU-15",2050,"CORE","Biomass",64.9839481263391,210.457913154164
"111","30 percent","Europe_Eastern",2050,"CORE","Biomass",278.761635806416,210.457913154164
"112","30 percent","Europe_Non_EU",2050,"CORE","Biomass",233.615250664451,210.457913154164
"113","30 percent","European Free Trade Association",2050,"CORE","Biomass",80.5828547250624,210.457913154164
"114","30 percent","India",2050,"CORE","Biomass",187.616062210932,210.457913154164
"115","30 percent","Indonesia",2050,"CORE","Biomass",460.498891268021,210.457913154164
"116","30 percent","Japan",2050,"CORE","Biomass",71.8676388493151,210.457913154164
"117","30 percent","Mexico",2050,"CORE","Biomass",415.38074996079,210.457913154164
"118","30 percent","Middle East",2050,"CORE","Biomass",901.730219349915,210.457913154164
"119","30 percent","Pakistan",2050,"CORE","Biomass",226.031783548269,210.457913154164
"120","30 percent","Russia",2050,"CORE","Biomass",286.982819718895,210.457913154164
"121","30 percent","South Africa",2050,"CORE","Biomass",338.808349625529,210.457913154164
"122","30 percent","South America_Northern",2050,"CORE","Biomass",352.483611885698,210.457913154164
"123","30 percent","South America_Southern",2050,"CORE","Biomass",337.249366051712,210.457913154164
"124","30 percent","South Asia",2050,"CORE","Biomass",554.512166379672,210.457913154164
"125","30 percent","South Korea",2050,"CORE","Biomass",194.839140089239,210.457913154164
"126","30 percent","Southeast Asia",2050,"CORE","Biomass",222.987439621652,210.457913154164
"127","30 percent","Taiwan",2050,"CORE","Biomass",1166.01864356191,210.457913154164
"128","30 percent","USA",2050,"CORE","Biomass",233.456443473516,210.457913154164
"129","40 percent","Africa_Eastern",2050,"CORE","Biomass",232.582573789012,231.589057379502
"130","40 percent","Africa_Northern",2050,"CORE","Biomass",454.193869638637,231.589057379502
"131","40 percent","Africa_Southern",2050,"CORE","Biomass",237.518071902854,231.589057379502
"132","40 percent","Africa_Western",2050,"CORE","Biomass",203.231115371493,231.589057379502
"133","40 percent","Argentina",2050,"CORE","Biomass",363.95462712291,231.589057379502
"134","40 percent","Australia_NZ",2050,"CORE","Biomass",300.74341980281,231.589057379502
"135","40 percent","Brazil",2050,"CORE","Biomass",224.185509206415,231.589057379502
"136","40 percent","Canada",2050,"CORE","Biomass",286.975174946203,231.589057379502
"137","40 percent","Central America and Caribbean",2050,"CORE","Biomass",394.420638980459,231.589057379502
"138","40 percent","Central Asia",2050,"CORE","Biomass",455.641233148091,231.589057379502
"139","40 percent","China",2050,"CORE","Biomass",487.439474346525,231.589057379502
"140","40 percent","Colombia",2050,"CORE","Biomass",312.009686224082,231.589057379502
"141","40 percent","EU-12",2050,"CORE","Biomass",160.397790056457,231.589057379502
"142","40 percent","EU-15",2050,"CORE","Biomass",80.2273753267207,231.589057379502
"143","40 percent","Europe_Eastern",2050,"CORE","Biomass",303.758282378321,231.589057379502
"144","40 percent","Europe_Non_EU",2050,"CORE","Biomass",255.65088702913,231.589057379502
"145","40 percent","European Free Trade Association",2050,"CORE","Biomass",112.269594156953,231.589057379502
"146","40 percent","India",2050,"CORE","Biomass",198.327735719563,231.589057379502
"147","40 percent","Indonesia",2050,"CORE","Biomass",475.290560386427,231.589057379502
"148","40 percent","Japan",2050,"CORE","Biomass",103.5430359474,231.589057379502
"149","40 percent","Mexico",2050,"CORE","Biomass",415.699586979574,231.589057379502
"150","40 percent","Middle East",2050,"CORE","Biomass",893.174091349791,231.589057379502
"151","40 percent","Pakistan",2050,"CORE","Biomass",230.387846528195,231.589057379502
"152","40 percent","Russia",2050,"CORE","Biomass",330.679016970656,231.589057379502
"153","40 percent","South Africa",2050,"CORE","Biomass",336.588143968698,231.589057379502
"154","40 percent","South America_Northern",2050,"CORE","Biomass",419.748958938156,231.589057379502
"155","40 percent","South America_Southern",2050,"CORE","Biomass",347.183368823886,231.589057379502
"156","40 percent","South Asia",2050,"CORE","Biomass",586.505127155806,231.589057379502
"157","40 percent","South Korea",2050,"CORE","Biomass",227.208104586672,231.589057379502
"158","40 percent","Southeast Asia",2050,"CORE","Biomass",239.965911980614,231.589057379502
"159","40 percent","Taiwan",2050,"CORE","Biomass",1169.8401639614,231.589057379502
"160","40 percent","USA",2050,"CORE","Biomass",249.660667298862,231.589057379502
"161","50 percent","Africa_Eastern",2050,"CORE","Biomass",241.710715483869,249.703602920377
"162","50 percent","Africa_Northern",2050,"CORE","Biomass",452.186207159055,249.703602920377
"163","50 percent","Africa_Southern",2050,"CORE","Biomass",236.379672073791,249.703602920377
"164","50 percent","Africa_Western",2050,"CORE","Biomass",213.861222212363,249.703602920377
"165","50 percent","Argentina",2050,"CORE","Biomass",363.81836151073,249.703602920377
"166","50 percent","Australia_NZ",2050,"CORE","Biomass",299.729635248659,249.703602920377
"167","50 percent","Brazil",2050,"CORE","Biomass",229.960539121461,249.703602920377
"168","50 percent","Canada",2050,"CORE","Biomass",337.755537733735,249.703602920377
"169","50 percent","Central America and Caribbean",2050,"CORE","Biomass",392.31033648558,249.703602920377
"170","50 percent","Central Asia",2050,"CORE","Biomass",446.678134961208,249.703602920377
"171","50 percent","China",2050,"CORE","Biomass",514.059855722624,249.703602920377
"172","50 percent","Colombia",2050,"CORE","Biomass",321.108470649439,249.703602920377
"173","50 percent","EU-12",2050,"CORE","Biomass",176.50108996899,249.703602920377
"174","50 percent","EU-15",2050,"CORE","Biomass",94.0013886989018,249.703602920377
"175","50 percent","Europe_Eastern",2050,"CORE","Biomass",327.263790991428,249.703602920377
"176","50 percent","Europe_Non_EU",2050,"CORE","Biomass",275.931874876823,249.703602920377
"177","50 percent","European Free Trade Association",2050,"CORE","Biomass",141.17069853532,249.703602920377
"178","50 percent","India",2050,"CORE","Biomass",206.467788397488,249.703602920377
"179","50 percent","Indonesia",2050,"CORE","Biomass",487.508960074049,249.703602920377
"180","50 percent","Japan",2050,"CORE","Biomass",132.404427035637,249.703602920377
"181","50 percent","Mexico",2050,"CORE","Biomass",413.741233561985,249.703602920377
"182","50 percent","Middle East",2050,"CORE","Biomass",882.766821969827,249.703602920377
"183","50 percent","Pakistan",2050,"CORE","Biomass",237.682703478982,249.703602920377
"184","50 percent","Russia",2050,"CORE","Biomass",370.506129108061,249.703602920377
"185","50 percent","South Africa",2050,"CORE","Biomass",332.896321114797,249.703602920377
"186","50 percent","South America_Northern",2050,"CORE","Biomass",482.178505795902,249.703602920377
"187","50 percent","South America_Southern",2050,"CORE","Biomass",356.08933924732,249.703602920377
"188","50 percent","South Asia",2050,"CORE","Biomass",608.959791832713,249.703602920377
"189","50 percent","South Korea",2050,"CORE","Biomass",258.431660518055,249.703602920377
"190","50 percent","Southeast Asia",2050,"CORE","Biomass",253.731714899993,249.703602920377
"191","50 percent","Taiwan",2050,"CORE","Biomass",1173.0079275989,249.703602920377
"192","50 percent","USA",2050,"CORE","Biomass",263.724144122689,249.703602920377
"193","Low","Africa_Eastern",2050,"CORE","Biomass",290.764814739167,261.276929549993
"194","Low","Africa_Northern",2050,"CORE","Biomass",480.091031032349,261.276929549993
"195","Low","Africa_Southern",2050,"CORE","Biomass",268.976695603718,261.276929549993
"196","Low","Africa_Western",2050,"CORE","Biomass",267.490677730515,261.276929549993
"197","Low","Argentina",2050,"CORE","Biomass",414.814813373528,261.276929549993
"198","Low","Australia_NZ",2050,"CORE","Biomass",331.993021608475,261.276929549993
"199","Low","Brazil",2050,"CORE","Biomass",278.790003795958,261.276929549993
"200","Low","Canada",2050,"CORE","Biomass",301.04146952254,261.276929549993
"201","Low","Central America and Caribbean",2050,"CORE","Biomass",450.176825907325,261.276929549993
"202","Low","Central Asia",2050,"CORE","Biomass",492.315334182727,261.276929549993
"203","Low","China",2050,"CORE","Biomass",694.658214489539,261.276929549993
"204","Low","Colombia",2050,"CORE","Biomass",387.303797890135,261.276929549993
"205","Low","EU-12",2050,"CORE","Biomass",251.639258335834,261.276929549993
"206","Low","EU-15",2050,"CORE","Biomass",134.240638018395,261.276929549993
"207","Low","Europe_Eastern",2050,"CORE","Biomass",465.321589941103,261.276929549993
"208","Low","Europe_Non_EU",2050,"CORE","Biomass",384.865432898062,261.276929549993
"209","Low","European Free Trade Association",2050,"CORE","Biomass",186.883065953817,261.276929549993
"210","Low","India",2050,"CORE","Biomass",279.436267624063,261.276929549993
"211","Low","Indonesia",2050,"CORE","Biomass",598.473081604783,261.276929549993
"212","Low","Japan",2050,"CORE","Biomass",194.491403384992,261.276929549993
"213","Low","Mexico",2050,"CORE","Biomass",463.75806672071,261.276929549993
"214","Low","Middle East",2050,"CORE","Biomass",916.984414422829,261.276929549993
"215","Low","Pakistan",2050,"CORE","Biomass",326.043626462748,261.276929549993
"216","Low","Russia",2050,"CORE","Biomass",211.757682966352,261.276929549993
"217","Low","South Africa",2050,"CORE","Biomass",387.333491657627,261.276929549993
"218","Low","South America_Northern",2050,"CORE","Biomass",426.801453322023,261.276929549993
"219","Low","South America_Southern",2050,"CORE","Biomass",437.138990373986,261.276929549993
"220","Low","South Asia",2050,"CORE","Biomass",675.560157193702,261.276929549993
"221","Low","South Korea",2050,"CORE","Biomass",387.629423532973,261.276929549993
"222","Low","Southeast Asia",2050,"CORE","Biomass",329.289355689004,261.276929549993
"223","Low","Taiwan",2050,"CORE","Biomass",1261.82703337038,261.276929549993
"224","Low","USA",2050,"CORE","Biomass",339.321858080973,261.276929549993
"225","60 percent","Africa_Eastern",2050,"CORE","Biomass",246.517615374238,265.369848598709
"226","60 percent","Africa_Northern",2050,"CORE","Biomass",449.02658669596,265.369848598709
"227","60 percent","Africa_Southern",2050,"CORE","Biomass",234.181721529168,265.369848598709
"228","60 percent","Africa_Western",2050,"CORE","Biomass",220.554763454544,265.369848598709
"229","60 percent","Argentina",2050,"CORE","Biomass",362.709468342089,265.369848598709
"230","60 percent","Australia_NZ",2050,"CORE","Biomass",298.13244896516,265.369848598709
"231","60 percent","Brazil",2050,"CORE","Biomass",234.532876781422,265.369848598709
"232","60 percent","Canada",2050,"CORE","Biomass",384.318477252111,265.369848598709
"233","60 percent","Central America and Caribbean",2050,"CORE","Biomass",389.185467090931,265.369848598709
"234","60 percent","Central Asia",2050,"CORE","Biomass",437.491057693456,265.369848598709
"235","60 percent","China",2050,"CORE","Biomass",539.313294262432,265.369848598709
"236","60 percent","Colombia",2050,"CORE","Biomass",328.636680861707,265.369848598709
"237","60 percent","EU-12",2050,"CORE","Biomass",191.220156201985,265.369848598709
"238","60 percent","EU-15",2050,"CORE","Biomass",106.636281181393,265.369848598709
"239","60 percent","Europe_Eastern",2050,"CORE","Biomass",349.454652259845,265.369848598709
"240","60 percent","Europe_Non_EU",2050,"CORE","Biomass",294.529340709791,265.369848598709
"241","60 percent","European Free Trade Association",2050,"CORE","Biomass",167.882089214519,265.369848598709
"242","60 percent","India",2050,"CORE","Biomass",212.459742161975,265.369848598709
"243","60 percent","Indonesia",2050,"CORE","Biomass",497.957570080406,265.369848598709
"244","60 percent","Japan",2050,"CORE","Biomass",158.991384168399,265.369848598709
"245","60 percent","Mexico",2050,"CORE","Biomass",410.608226727293,265.369848598709
"246","60 percent","Middle East",2050,"CORE","Biomass",871.6616567555,265.369848598709
"247","60 percent","Pakistan",2050,"CORE","Biomass",245.59659673482,265.369848598709
"248","60 percent","Russia",2050,"CORE","Biomass",406.842453205004,265.369848598709
"249","60 percent","South Africa",2050,"CORE","Biomass",328.580881654521,265.369848598709
"250","60 percent","South America_Northern",2050,"CORE","Biomass",540.271719159577,265.369848598709
"251","60 percent","South America_Southern",2050,"CORE","Biomass",364.368687040468,265.369848598709
"252","60 percent","South Asia",2050,"CORE","Biomass",625.160819800299,265.369848598709
"253","60 percent","South Korea",2050,"CORE","Biomass",288.618866479047,265.369848598709
"254","60 percent","Southeast Asia",2050,"CORE","Biomass",265.388089226922,265.369848598709
"255","60 percent","Taiwan",2050,"CORE","Biomass",1176.3808101381,265.369848598709
"256","60 percent","USA",2050,"CORE","Biomass",276.305257786056,265.369848598709
"257","High","Africa_Eastern",2050,"CORE","Biomass",292.430637951629,269.256346899415
"258","High","Africa_Northern",2050,"CORE","Biomass",476.491866499952,269.256346899415
"259","High","Africa_Southern",2050,"CORE","Biomass",268.090297015762,269.256346899415
"260","High","Africa_Western",2050,"CORE","Biomass",268.964170707381,269.256346899415
"261","High","Argentina",2050,"CORE","Biomass",413.748834301632,269.256346899415
"262","High","Australia_NZ",2050,"CORE","Biomass",342.53599919265,269.256346899415
"263","High","Brazil",2050,"CORE","Biomass",291.448288322677,269.256346899415
"264","High","Canada",2050,"CORE","Biomass",322.247443898652,269.256346899415
"265","High","Central America and Caribbean",2050,"CORE","Biomass",458.071450228625,269.256346899415
"266","High","Central Asia",2050,"CORE","Biomass",485.245042245234,269.256346899415
"267","High","China",2050,"CORE","Biomass",689.579899901727,269.256346899415
"268","High","Colombia",2050,"CORE","Biomass",396.357488272928,269.256346899415
"269","High","EU-12",2050,"CORE","Biomass",270.459280361183,269.256346899415
"270","High","EU-15",2050,"CORE","Biomass",146.611520953422,269.256346899415
"271","High","Europe_Eastern",2050,"CORE","Biomass",482.949117607326,269.256346899415
"272","High","Europe_Non_EU",2050,"CORE","Biomass",386.517114772689,269.256346899415
"273","High","European Free Trade Association",2050,"CORE","Biomass",203.249099130868,269.256346899415
"274","High","India",2050,"CORE","Biomass",281.178048297217,269.256346899415
"275","High","Indonesia",2050,"CORE","Biomass",613.040989427095,269.256346899415
"276","High","Japan",2050,"CORE","Biomass",236.687130579395,269.256346899415
"277","High","Mexico",2050,"CORE","Biomass",463.326674301021,269.256346899415
"278","High","Middle East",2050,"CORE","Biomass",912.043525361053,269.256346899415
"279","High","Pakistan",2050,"CORE","Biomass",326.332851718652,269.256346899415
"280","High","Russia",2050,"CORE","Biomass",216.873391376759,269.256346899415
"281","High","South Africa",2050,"CORE","Biomass",383.059782562187,269.256346899415
"282","High","South America_Northern",2050,"CORE","Biomass",667.143579194772,269.256346899415
"283","High","South America_Southern",2050,"CORE","Biomass",448.984577330124,269.256346899415
"284","High","South Asia",2050,"CORE","Biomass",696.825660731019,269.256346899415
"285","High","South Korea",2050,"CORE","Biomass",421.591870102927,269.256346899415
"286","High","Southeast Asia",2050,"CORE","Biomass",340.272633869611,269.256346899415
"287","High","Taiwan",2050,"CORE","Biomass",1293.41201425198,269.256346899415
"288","High","USA",2050,"CORE","Biomass",349.450921416909,269.256346899415
"289","70 percent","Africa_Eastern",2050,"CORE","Biomass",248.727148894902,279.278366603098
"290","70 percent","Africa_Northern",2050,"CORE","Biomass",445.167355924881,279.278366603098
"291","70 percent","Africa_Southern",2050,"CORE","Biomass",231.507669819856,279.278366603098
"292","70 percent","Africa_Western",2050,"CORE","Biomass",224.779832461333,279.278366603098
"293","70 percent","Argentina",2050,"CORE","Biomass",361.070240097909,279.278366603098
"294","70 percent","Australia_NZ",2050,"CORE","Biomass",296.308463858592,279.278366603098
"295","70 percent","Brazil",2050,"CORE","Biomass",238.390703952323,279.278366603098
"296","70 percent","Canada",2050,"CORE","Biomass",427.399685296537,279.278366603098
"297","70 percent","Central America and Caribbean",2050,"CORE","Biomass",385.613832202541,279.278366603098
"298","70 percent","Central Asia",2050,"CORE","Biomass",428.415942313531,279.278366603098
"299","70 percent","China",2050,"CORE","Biomass",563.690441250277,279.278366603098
"300","70 percent","Colombia",2050,"CORE","Biomass",335.36263485253,279.278366603098
"301","70 percent","EU-12",2050,"CORE","Biomass",204.90104503189,279.278366603098
"302","70 percent","EU-15",2050,"CORE","Biomass",118.38806177087,279.278366603098
"303","70 percent","Europe_Eastern",2050,"CORE","Biomass",370.612876228685,279.278366603098
"304","70 percent","Europe_Non_EU",2050,"CORE","Biomass",311.892080045565,279.278366603098
"305","70 percent","European Free Trade Association",2050,"CORE","Biomass",192.844627165678,279.278366603098
"306","70 percent","India",2050,"CORE","Biomass",216.80715599825,279.278366603098
"307","70 percent","Indonesia",2050,"CORE","Biomass",507.269974043564,279.278366603098
"308","70 percent","Japan",2050,"CORE","Biomass",183.714703740062,279.278366603098
"309","70 percent","Mexico",2050,"CORE","Biomass",406.973628345941,279.278366603098
"310","70 percent","Middle East",2050,"CORE","Biomass",860.557615899133,279.278366603098
"311","70 percent","Pakistan",2050,"CORE","Biomass",251.661704730402,279.278366603098
"312","70 percent","Russia",2050,"CORE","Biomass",440.217561250688,279.278366603098
"313","70 percent","South Africa",2050,"CORE","Biomass",324.153948934872,279.278366603098
"314","70 percent","South America_Northern",2050,"CORE","Biomass",594.669733666157,279.278366603098
"315","70 percent","South America_Southern",2050,"CORE","Biomass",372.321149551938,279.278366603098
"316","70 percent","South Asia",2050,"CORE","Biomass",637.331921660432,279.278366603098
"317","70 percent","South Korea",2050,"CORE","Biomass",317.98851516653,279.278366603098
"318","70 percent","Southeast Asia",2050,"CORE","Biomass",275.632904160146,279.278366603098
"319","70 percent","Taiwan",2050,"CORE","Biomass",1180.37644108937,279.278366603098
"320","70 percent","USA",2050,"CORE","Biomass",287.894611986929,279.278366603098
"321","80 percent","Africa_Eastern",2050,"CORE","Biomass",249.331114230695,291.888566444429
"322","80 percent","Africa_Northern",2050,"CORE","Biomass",440.913805863404,291.888566444429
"323","80 percent","Africa_Southern",2050,"CORE","Biomass",229.001529583143,291.888566444429
"324","80 percent","Africa_Western",2050,"CORE","Biomass",227.395156040298,291.888566444429
"325","80 percent","Argentina",2050,"CORE","Biomass",359.157412438561,291.888566444429
"326","80 percent","Australia_NZ",2050,"CORE","Biomass",294.455791709405,291.888566444429
"327","80 percent","Brazil",2050,"CORE","Biomass",241.815308675716,291.888566444429
"328","80 percent","Canada",2050,"CORE","Biomass",467.567225437024,291.888566444429
"329","80 percent","Central America and Caribbean",2050,"CORE","Biomass",381.904344436079,291.888566444429
"330","80 percent","Central Asia",2050,"CORE","Biomass",419.631175736825,291.888566444429
"331","80 percent","China",2050,"CORE","Biomass",587.4628771969,291.888566444429
"332","80 percent","Colombia",2050,"CORE","Biomass",341.666378196234,291.888566444429
"333","80 percent","EU-12",2050,"CORE","Biomass",217.776536021577,291.888566444429
"334","80 percent","EU-15",2050,"CORE","Biomass",129.429696701481,291.888566444429
"335","80 percent","Europe_Eastern",2050,"CORE","Biomass",390.934325820611,291.888566444429
"336","80 percent","Europe_Non_EU",2050,"CORE","Biomass",328.312827265071,291.888566444429
"337","80 percent","European Free Trade Association",2050,"CORE","Biomass",216.37253549108,291.888566444429
"338","80 percent","India",2050,"CORE","Biomass",219.903148681868,291.888566444429
"339","80 percent","Indonesia",2050,"CORE","Biomass",515.854169357143,291.888566444429
"340","80 percent","Japan",2050,"CORE","Biomass",206.880550313231,291.888566444429
"341","80 percent","Mexico",2050,"CORE","Biomass",403.190590401513,291.888566444429
"342","80 percent","Middle East",2050,"CORE","Biomass",849.795111913286,291.888566444429
